"lwage","educ","exper","expersq","black","south","smsa","nearc4","nearc2"
6.74523639678955,12,15,225,0,0,0,1,1
6.22653675079346,14,10,100,0,0,0,1,1
6.2383246421814,12,11,121,0,0,1,1,1
5.3936276435852,11,9,81,0,0,1,1,1
5.03695249557495,16,2,4,0,0,1,1,1
5.48063898086548,12,13,169,0,0,1,1,1
6.32256507873535,12,10,100,0,0,1,1,1
6.21460819244385,15,6,36,0,0,1,1,1
5.91889381408691,16,4,16,0,0,1,1,1
5.85793304443359,10,9,81,0,0,0,1,1
6.36990118026733,12,8,64,0,0,0,1,1
6.2441668510437,13,7,49,0,0,0,1,1
5.96614694595337,12,11,121,0,0,0,0,0
5.63478946685791,16,3,9,0,0,0,0,0
6.53669166564941,12,15,225,0,0,0,0,0
5.70378255844116,12,8,64,0,0,0,0,0
6.45362520217896,17,4,16,0,0,0,0,0
5.83481073379517,13,7,49,0,0,0,0,0
6.22455835342407,16,4,16,0,0,0,0,0
5.87493085861206,13,5,25,0,0,0,0,0
5.5683445930481,12,15,225,0,0,0,0,0
5.99146461486816,10,16,256,0,0,0,0,0
6.60665035247803,13,10,100,0,0,0,0,0
5.83481073379517,12,16,256,0,0,0,0,0
5.62040090560913,15,8,64,0,0,0,0,0
6.05678415298462,9,9,81,0,0,0,0,0
5.47646331787109,12,7,49,0,0,0,0,0
5.95324325561523,13,5,25,0,0,0,0,0
5.85793304443359,12,11,121,0,0,0,0,0
6.39526176452637,12,11,121,0,0,0,0,0
6.62007331848145,15,10,100,0,0,1,0,0
6.53958606719971,16,11,121,0,0,0,0,0
4.99043273925781,12,16,256,0,0,0,0,0
5.63478946685791,12,8,64,0,0,1,1,1
6.64509105682373,18,8,64,0,0,1,1,1
6.91770553588867,13,13,169,0,0,1,1,1
6.24804306030273,14,6,36,0,0,0,1,1
5.99146461486816,16,4,16,0,0,0,1,1
5.92692613601685,12,7,49,0,0,0,1,1
6.39024066925049,12,13,169,0,0,0,1,0
5.85793304443359,7,18,324,0,0,0,1,0
6.03308629989624,11,16,256,0,0,0,1,0
5.82304573059082,16,7,49,0,0,0,1,0
6.17586708068848,18,2,4,0,0,0,1,0
6.21460819244385,12,10,100,0,0,0,1,0
5.72031164169312,12,9,81,0,0,0,1,0
6.10924768447876,10,18,324,0,0,0,1,0
6.64509105682373,16,7,49,0,0,1,1,1
6.5806393623352,16,4,16,0,0,1,1,1
6.90775537490845,13,10,100,0,0,1,1,1
6.43775177001953,14,10,100,0,0,1,1,1
6.70563888549805,16,4,16,0,0,1,1,1
5.9322452545166,12,16,256,0,0,1,1,1
6.56244421005249,12,15,225,0,0,1,1,1
6.01859331130981,14,4,16,0,0,1,1,1
7.19967842102051,13,13,169,0,0,1,1,1
6.57368040084839,12,16,256,0,0,0,1,1
5.2574954032898,10,16,256,1,0,1,1,1
6.68085479736328,16,10,100,1,0,1,1,1
6.82871198654175,16,12,144,1,0,1,1,1
5.48063898086548,15,5,25,1,0,1,1,1
6.43775177001953,13,6,36,0,0,1,1,1
6.93244791030884,8,10,100,0,0,1,1,1
6.22059011459351,12,10,100,1,1,0,1,1
6.13556480407715,16,6,36,0,0,1,1,1
6.16541767120361,16,3,9,0,0,0,1,1
6.21460819244385,15,5,25,0,1,1,1,1
6.90775537490845,12,16,256,0,0,0,1,1
6.49677515029907,13,15,225,0,0,0,1,1
6.56103086471558,15,13,169,0,0,1,1,1
6.83303165435791,16,9,81,0,1,1,1,1
5.70378255844116,12,6,36,0,0,0,1,1
5.89989757537842,15,6,36,0,0,1,1,1
6.46925020217896,12,12,144,0,0,1,1,1
6.13556480407715,18,1,1,0,0,0,1,0
6.93342304229736,18,9,81,0,0,1,1,0
6.26339817047119,12,6,36,0,0,1,1,0
5.92692613601685,18,5,25,0,0,1,1,0
7.33823823928833,18,10,100,0,0,1,1,0
6.82762908935547,18,9,81,0,0,1,1,0
6.34212160110474,13,7,49,0,0,1,1,0
6.39692974090576,14,5,25,0,0,1,1,0
6.5806393623352,15,6,36,0,0,1,1,0
7.01750612258911,17,1,1,0,0,1,1,0
6.56807804107666,14,7,49,0,0,1,1,0
6.69456195831299,16,7,49,0,0,1,1,0
6.82979393005371,11,10,100,0,0,1,1,0
6.30991840362549,9,10,100,0,0,1,1,0
5.60211896896362,12,8,64,0,0,1,1,0
6.7250337600708,7,19,361,0,0,1,1,1
7.09007692337036,12,12,144,0,0,1,1,1
6.36475086212158,14,13,169,0,0,1,1,1
6.53087759017944,17,11,121,1,0,1,1,1
6.90775537490845,18,8,64,1,0,1,1,1
6.28599786758423,13,5,25,1,0,1,1,1
6.53669166564941,12,10,100,1,0,1,1,1
6.21460819244385,12,10,100,0,0,1,1,1
6.62007331848145,13,14,196,0,0,1,1,0
6.81673574447632,17,6,36,0,1,1,1,0
6.39692974090576,15,3,9,0,0,1,1,0
6.35784244537354,16,2,4,0,0,1,1,0
6.39859485626221,12,8,64,0,0,1,1,0
6.35784244537354,12,13,169,0,0,1,1,0
6.51767110824585,12,14,196,0,0,1,1,0
6.159095287323,18,3,9,1,0,1,1,0
5.85793304443359,14,4,16,0,0,1,1,0
6.4297194480896,15,11,121,0,0,1,1,0
5.93489408493042,16,2,4,0,0,1,1,0
5.49306154251099,16,3,9,0,0,1,1,0
6.62007331848145,12,8,64,0,0,1,1,0
6.08904504776001,18,6,36,0,0,0,1,0
6.53378868103027,14,9,81,0,0,1,1,0
6.21660614013672,18,1,1,0,0,0,1,0
5.99146461486816,12,11,121,0,0,1,1,0
6.88857269287109,12,8,64,0,0,1,1,0
6.47543287277222,14,10,100,0,1,1,1,1
6.43775177001953,12,14,196,0,0,1,1,1
6.56103086471558,16,6,36,1,0,1,1,1
6.94985628128052,12,11,121,0,0,1,1,1
6.63463354110718,12,9,81,0,0,1,1,1
6.2614917755127,13,6,36,0,0,0,1,1
6.3543701171875,13,8,64,1,0,1,1,1
6.76272964477539,14,6,36,1,0,1,1,1
6.56948137283325,12,10,100,1,0,1,1,1
6.51174545288086,16,5,25,0,0,1,1,1
6.4952654838562,12,7,49,0,0,1,1,1
6.29710912704468,14,9,81,0,0,1,1,1
6.26339817047119,13,6,36,0,0,1,1,1
6.46146821975708,12,10,100,0,0,1,1,1
5.69373226165771,12,8,64,0,0,1,1,1
6.85329914093018,8,19,361,1,0,1,1,1
6.21460819244385,12,16,256,1,0,1,1,1
6.4297194480896,13,6,36,1,0,1,1,1
5.6240177154541,12,7,49,1,0,1,1,1
5.48063898086548,10,10,100,0,1,0,1,0
5.48063898086548,10,9,81,0,1,0,1,0
6.13556480407715,12,15,225,0,0,1,1,0
6.00141477584839,12,9,81,1,0,1,1,0
6.10924768447876,12,7,49,1,0,1,1,0
5.52146100997925,12,6,36,1,0,1,1,0
6.58892631530762,11,9,81,1,0,1,1,0
6.50278997421265,12,6,36,1,0,1,1,0
6.86901426315308,12,10,100,1,0,1,1,0
6.62007331848145,14,7,49,0,0,1,1,0
6.50278997421265,14,5,25,0,0,1,1,0
6.53958606719971,17,11,121,0,0,0,1,0
6.1420373916626,12,7,49,1,0,1,1,0
6.46302938461304,12,12,144,1,0,1,1,0
6.56526517868042,11,12,144,1,0,1,1,0
6.05208921432495,13,6,36,1,0,1,1,0
6.7250337600708,12,9,81,0,0,1,1,0
5.73009967803955,12,8,64,0,0,1,1,0
6.43775177001953,16,7,49,0,0,1,1,0
7.2737865447998,16,10,100,0,0,1,1,0
6.51174545288086,16,3,9,0,0,1,1,0
7.20489263534546,17,5,25,0,0,1,1,0
5.99146461486816,17,10,100,0,0,1,1,0
6.24997520446777,9,19,361,0,0,0,1,0
6.12249279022217,14,6,36,0,0,1,1,0
6.0137152671814,17,10,100,0,1,1,1,0
6.32614946365356,18,10,100,0,0,1,1,0
5.43807935714722,12,6,36,1,0,1,1,0
6.93342304229736,17,4,16,0,0,1,1,1
6.9865665435791,12,9,81,0,0,1,1,1
7.09174203872681,14,4,16,0,0,1,1,1
5.79605770111084,17,2,4,0,0,0,1,1
6.17586708068848,18,3,9,0,0,1,1,1
6.51174545288086,18,0,0,0,1,1,1,1
7.4283332824707,17,8,64,0,0,1,1,1
7.15617656707764,16,12,144,0,0,1,1,1
6.35784244537354,12,6,36,0,0,1,1,1
6.09582471847534,18,3,9,0,0,1,1,1
6.17586708068848,16,6,36,1,0,1,1,1
6.14632940292358,12,6,36,1,0,1,1,1
6.50428819656372,6,19,361,0,0,1,1,1
5.65599203109741,15,6,36,0,0,1,1,1
6.35784244537354,18,9,81,0,0,1,1,1
6.5806393623352,14,9,81,0,0,1,1,1
6.13556480407715,12,7,49,0,0,1,1,1
6.62007331848145,15,4,16,0,0,1,1,1
5.29831743240356,12,6,36,0,0,1,1,1
6.47697257995605,12,9,81,0,0,1,1,1
6.17586708068848,18,4,16,0,0,1,1,1
6.39692974090576,11,7,49,0,0,1,1,1
6.64509105682373,16,6,36,0,1,1,1,1
6.65286302566528,17,4,16,0,0,1,1,1
6.46302938461304,16,2,4,0,0,1,1,1
6.96129608154297,14,13,169,0,0,1,1,1
6.51619291305542,16,9,81,0,0,1,1,1
6.53813982009888,12,10,100,0,0,1,1,1
6.86901426315308,17,7,49,0,0,1,1,1
5.99146461486816,13,9,81,0,0,1,1,1
6.51174545288086,16,5,25,0,0,1,1,1
7.2737865447998,18,10,100,1,0,1,1,1
6.27098846435547,18,8,64,0,0,1,1,1
6.55108022689819,14,7,49,1,0,1,1,1
6.51471281051636,8,20,400,1,0,1,1,1
6.20253562927246,18,1,1,0,0,1,1,1
6.21460819244385,12,6,36,0,0,1,1,1
6.10924768447876,16,2,4,1,0,1,1,1
6.39859485626221,13,6,36,1,0,1,1,1
6.57507562637329,13,9,81,1,0,1,1,1
6.3543701171875,12,11,121,1,0,1,1,1
5.85793304443359,12,7,49,1,0,1,1,1
5.85793304443359,12,6,36,1,0,1,1,1
6.46614456176758,16,7,49,0,0,1,1,0
6.51471281051636,15,3,9,0,0,1,1,0
6.52062129974365,15,7,49,0,0,1,1,0
6.28039598464966,12,9,81,0,0,1,1,0
6.2614917755127,16,9,81,0,0,1,1,0
6.50278997421265,16,6,36,0,1,1,1,0
5.91350317001343,14,6,36,0,0,1,1,0
6.48920488357544,15,5,25,0,0,1,1,0
6.55108022689819,12,16,256,1,0,1,1,0
5.7397928237915,18,3,9,0,0,1,1,0
6.73459148406982,9,18,324,0,0,1,1,0
6.4922399520874,14,11,121,0,0,1,1,0
6.53958606719971,16,9,81,0,0,1,1,0
6.35784244537354,15,7,49,0,0,1,1,0
6.55819797515869,17,3,9,0,0,1,1,0
5.67675399780273,16,5,25,0,1,1,1,0
6.62007331848145,13,7,49,0,0,1,1,0
7.2737865447998,16,12,144,0,0,1,1,0
7.09174203872681,16,11,121,0,0,1,1,0
7.37963199615479,15,12,144,0,1,1,1,0
6.64509105682373,14,12,144,0,1,1,1,0
6.24027585983276,16,9,81,0,0,1,1,0
6.69084215164185,12,13,169,0,0,1,1,0
6.86901426315308,17,11,121,0,0,1,1,0
6.51471281051636,12,7,49,0,0,1,1,0
5.98645210266113,13,5,25,0,0,1,1,0
6.75110149383545,14,13,169,0,0,1,1,0
6.54102993011475,11,8,64,1,0,1,1,0
6.46302938461304,11,7,49,1,0,1,1,0
5.84354448318481,13,8,64,1,0,1,1,0
6.32972097396851,12,9,81,1,0,1,1,0
6.52795791625977,12,6,36,1,0,1,1,0
6.1506028175354,16,7,49,0,1,1,1,0
5.70378255844116,16,4,16,0,0,1,1,0
6.51174545288086,18,1,1,0,0,1,1,0
5.95324325561523,16,2,4,0,0,1,1,0
6.69456195831299,16,11,121,0,0,1,1,0
6.30627536773682,17,1,1,0,0,1,1,0
6.21460819244385,16,4,16,0,0,1,1,0
6.58892631530762,13,10,100,0,0,1,1,0
6.2614917755127,16,6,36,0,0,1,1,0
6.10924768447876,15,3,9,1,0,1,1,0
6.62671756744385,12,10,100,1,0,1,1,0
6.46146821975708,12,6,36,1,0,1,1,0
5.74620342254639,12,6,36,1,0,1,1,0
7.26192712783813,12,11,121,0,0,1,1,0
6.63463354110718,12,10,100,0,0,1,1,0
6.39692974090576,12,8,64,0,0,1,1,0
7.01301574707031,16,10,100,0,0,1,1,0
6.63725805282593,16,11,121,0,0,1,1,0
6.47697257995605,12,14,196,0,0,1,1,0
7.05185556411743,14,7,49,0,0,1,1,0
6.39692974090576,12,6,36,0,0,1,1,0
6.31896829605103,12,11,121,0,0,1,1,0
6.29710912704468,11,11,121,0,0,1,1,0
6.30991840362549,11,8,64,0,0,1,1,0
6.68461179733276,11,14,196,0,0,1,1,0
6.90775537490845,11,9,81,0,0,1,1,0
6.76157283782959,12,13,169,0,0,1,1,0
6.41836500167847,13,13,169,0,0,1,1,0
6.2519040107727,16,2,4,0,0,1,1,0
6.56103086471558,13,11,121,1,0,1,1,0
6.706862449646,13,7,49,1,0,1,1,0
5.70378255844116,10,9,81,1,0,1,1,0
6.55393362045288,16,8,64,0,0,1,1,1
7.1869010925293,16,12,144,0,0,1,1,1
5.94017124176025,12,9,81,1,0,1,1,1
5.99146461486816,11,9,81,1,0,1,1,1
6.21059989929199,11,8,64,1,0,1,1,1
6.49677515029907,10,17,289,1,0,1,1,1
6.39692974090576,10,17,289,1,0,1,1,1
6.94119024276733,18,8,64,0,1,0,1,1
6.98378992080688,14,5,25,0,0,1,1,1
5.99146461486816,18,0,0,0,1,1,1,1
6.46302938461304,16,11,121,0,0,1,1,1
6.4297194480896,12,14,196,0,0,1,1,1
6.17586708068848,17,7,49,0,0,1,1,1
6.96413564682007,16,11,121,0,0,1,1,1
6.30078601837158,12,8,64,0,0,1,1,1
6.66695690155029,14,6,36,0,0,1,1,1
6.18414878845215,18,1,1,0,0,1,1,1
6.58202505111694,14,14,196,0,0,1,1,1
6.54391193389893,15,7,49,0,0,1,1,1
6.30809831619263,15,13,169,0,0,1,1,1
6.67582321166992,15,11,121,0,0,1,1,1
7.56164169311523,16,11,121,0,1,1,1,1
6.67582321166992,15,12,144,0,0,1,1,1
6.80239486694336,15,7,49,0,0,1,1,0
6.4831075668335,14,12,144,0,0,1,1,0
6.24027585983276,12,9,81,0,0,1,1,0
5.9506425857544,14,9,81,0,0,1,1,0
6.21460819244385,16,5,25,0,1,0,1,0
6.39859485626221,15,4,16,0,0,1,1,0
6.08221912384033,12,9,81,0,0,1,1,0
6.21460819244385,12,7,49,0,0,1,1,0
7.14203643798828,18,9,81,0,0,1,1,0
6.61606502532959,14,6,36,0,1,1,1,0
6.24027585983276,14,7,49,0,0,1,1,0
6.55108022689819,12,15,225,0,1,1,1,0
6.51025819778442,16,7,49,0,0,1,1,0
6.89060926437378,17,7,49,0,0,1,1,0
5.3936276435852,13,10,100,0,0,0,1,0
7.09174203872681,18,9,81,0,0,1,1,0
6.50278997421265,12,12,144,0,0,0,1,0
6.73101806640625,14,8,64,1,0,1,1,0
6.09582471847534,15,4,16,0,0,1,1,0
6.29710912704468,12,7,49,0,0,1,1,0
6.22455835342407,14,10,100,0,1,1,1,0
6.68085479736328,12,13,169,0,0,0,1,0
5.87773561477661,9,9,81,0,0,1,1,0
6.21460819244385,12,9,81,0,0,1,1,0
6.86901426315308,12,16,256,0,0,1,1,0
5.85793304443359,11,11,121,0,0,1,1,0
5.74620342254639,15,3,9,0,0,1,1,0
4.76217412948608,16,2,4,0,1,1,1,0
6.58755016326904,12,15,225,0,0,1,1,0
6.28413438796997,13,14,196,1,0,1,1,0
6.2766432762146,13,7,49,1,1,1,1,0
6.0591230392456,17,5,25,1,1,1,1,0
6.99759578704834,16,12,144,0,0,1,1,0
7.56268119812012,12,15,225,0,0,1,1,0
6.74523639678955,18,8,64,0,1,1,1,0
5.89989757537842,12,6,36,0,0,1,1,0
6.16120719909668,16,4,16,0,0,1,1,0
6.48616075515747,13,7,49,0,0,1,1,0
6.0867748260498,12,7,49,0,0,1,1,0
6.13556480407715,14,5,25,0,0,1,1,0
6.51174545288086,16,6,36,0,0,1,0,0
7.0475172996521,12,6,36,0,0,1,0,0
6.68461179733276,12,13,169,0,0,1,0,0
6.13122653961182,12,7,49,0,0,1,0,0
5.81114101409912,12,8,64,0,0,1,0,1
6.55393362045288,13,7,49,0,0,1,0,1
6.2614917755127,12,7,49,0,0,1,0,1
6.50278997421265,7,20,400,0,0,0,1,0
6.46302938461304,18,2,4,0,0,1,1,0
6.68461179733276,12,6,36,0,0,1,1,0
6.35784244537354,12,14,196,0,0,1,1,1
6.04737234115601,18,8,64,0,0,0,1,1
6.77308034896851,18,5,25,0,0,1,1,1
6.46146821975708,15,7,49,0,0,1,1,1
7.00397396087646,16,7,49,0,1,1,0,0
6.47543287277222,16,4,16,0,0,1,0,0
6.10924768447876,12,8,64,0,1,1,0,0
6.82871198654175,12,15,225,0,0,1,0,0
6.54821920394897,11,10,100,0,0,1,0,0
6.22455835342407,15,13,169,1,0,1,0,0
6.32076835632324,16,6,36,0,1,1,0,0
5.92692613601685,17,2,4,0,0,0,0,0
6.51174545288086,15,7,49,0,1,1,0,0
5.73009967803955,13,11,121,0,0,1,0,0
6.37161207199097,12,16,256,0,0,1,0,0
6.6605749130249,12,6,36,0,0,1,0,0
6.48616075515747,12,9,81,0,0,1,1,0
6.04737234115601,12,10,100,0,0,1,1,0
7.15617656707764,16,6,36,0,0,1,1,0
6.86901426315308,12,7,49,0,0,1,1,0
6.68461179733276,12,12,144,0,0,1,1,0
6.62007331848145,12,15,225,0,0,1,1,0
6.47234630584717,18,5,25,0,0,1,1,0
6.84375,12,11,121,0,0,1,1,0
6.28599786758423,17,5,25,0,0,1,1,0
5.6698808670044,15,3,9,0,0,1,1,0
5.2574954032898,12,11,121,0,1,0,1,0
6.706862449646,18,6,36,0,0,1,1,0
6.70073127746582,18,6,36,0,0,1,1,0
6.58892631530762,12,11,121,0,0,1,1,0
7.02553844451904,12,6,36,0,0,1,1,0
6.42162227630615,17,5,25,1,0,1,1,0
5.99893665313721,12,8,64,1,0,1,1,0
6.55819797515869,11,9,81,0,0,1,1,0
5.8200831413269,15,6,36,0,0,1,1,0
6.7250337600708,17,5,25,0,0,1,1,0
5.2574954032898,17,3,9,0,0,1,1,0
6.59304475784302,12,8,64,0,0,1,1,0
6.29526615142822,10,10,100,0,0,1,1,0
6.71295642852783,12,10,100,0,0,0,1,0
6.08221912384033,12,8,64,0,1,1,1,0
6.5998706817627,14,4,16,0,1,1,1,0
6.05678415298462,16,2,4,0,0,1,1,0
5.82894563674927,12,12,144,0,0,0,1,0
6.17586708068848,13,15,225,0,1,1,1,0
6.70563888549805,16,10,100,0,0,1,1,0
6.21460819244385,12,10,100,0,0,0,1,0
6.29710912704468,12,7,49,1,0,1,1,0
6.10255861282349,16,4,16,0,0,1,1,0
5.37989711761475,15,4,16,0,0,0,1,0
5.61677122116089,8,12,144,0,0,1,1,0
5.86363124847412,15,3,9,1,0,1,1,0
6.5806393623352,12,11,121,0,0,0,1,0
6.91572332382202,12,9,81,0,0,0,1,0
6.4831075668335,17,6,36,0,0,1,1,0
6.6883544921875,16,4,16,0,0,1,1,0
6.34563636779785,12,9,81,0,0,1,1,0
6.39692974090576,16,3,9,0,0,1,1,0
6.46925020217896,12,6,36,0,0,1,1,0
6.10924768447876,13,7,49,0,0,1,1,0
6.09807443618774,13,7,49,0,1,1,1,0
6.38012266159058,15,8,64,0,0,0,1,0
6.5806393623352,14,5,25,0,0,1,1,0
6.54102993011475,12,14,196,0,0,1,1,0
6.27098846435547,13,7,49,0,1,1,1,0
6.15273284912109,9,15,225,0,0,1,1,0
6.17586708068848,16,4,16,0,0,1,1,0
6.13556480407715,16,3,9,0,0,1,1,0
6.3171648979187,17,10,100,0,0,1,1,0
6.76272964477539,14,12,144,0,0,1,1,0
6.56948137283325,16,8,64,0,0,0,1,0
6.60665035247803,12,6,36,0,0,0,1,0
6.70563888549805,14,8,64,0,0,1,1,0
6.51767110824585,12,16,256,0,0,1,1,0
6.68085479736328,16,7,49,0,0,1,1,0
6.64509105682373,13,5,25,0,0,1,1,0
6.13556480407715,16,3,9,0,0,1,1,0
6.2519040107727,14,4,16,0,0,1,1,0
5.97380971908569,12,7,49,0,0,0,1,0
6.68461179733276,13,13,169,0,1,1,1,0
6.51174545288086,17,4,16,0,0,1,0,1
6.17586708068848,16,11,121,0,0,0,0,1
6.81454277038574,12,14,196,0,0,0,0,1
6.17586708068848,12,7,49,0,0,0,0,1
6.21460819244385,11,16,256,0,0,0,0,1
5.95324325561523,16,2,4,0,0,0,0,1
6.0776424407959,12,6,36,0,0,1,0,1
6.26530122756958,12,7,49,0,0,0,0,1
6.81673574447632,14,9,81,0,0,0,0,1
6.29526615142822,16,3,9,0,0,0,0,1
6.64509105682373,13,9,81,0,0,0,0,1
5.42053508758545,12,6,36,0,0,0,0,1
6.56667232513428,18,3,9,0,0,0,0,1
5.84643888473511,18,10,100,0,0,0,0,0
6.66822814941406,12,14,196,0,0,0,0,0
6.1202974319458,14,6,36,0,0,1,0,0
6.13122653961182,16,2,4,0,0,1,0,0
5.6240177154541,13,7,49,0,0,0,0,0
6.69456195831299,17,11,121,0,0,1,0,0
6.43615055084229,14,7,49,0,0,0,0,0
6.54678535461426,12,8,64,0,0,1,0,0
5.93489408493042,14,6,36,0,0,0,0,0
6.159095287323,12,6,36,0,0,0,0,0
6.05208921432495,12,6,36,0,0,0,0,0
6.47543287277222,16,2,4,0,0,0,0,0
6.19644403457642,15,4,16,0,0,1,0,0
6.82871198654175,18,2,4,0,0,0,0,0
5.85793304443359,12,6,36,0,0,0,0,0
6.39692974090576,13,6,36,0,0,0,0,0
6.06145715713501,9,16,256,0,0,0,0,0
6.21460819244385,12,8,64,0,0,0,0,0
6.21460819244385,9,9,81,0,0,0,0,0
5.85793304443359,8,20,400,0,0,0,0,0
5.91350317001343,14,7,49,0,0,0,0,0
5.94017124176025,16,2,4,0,0,0,0,0
5.52146100997925,14,5,25,0,0,0,0,0
6.22653675079346,18,6,36,0,0,1,0,0
6.42810535430908,12,9,81,0,0,1,0,0
5.94279956817627,16,2,4,0,0,0,0,0
5.88887786865234,12,12,144,0,0,0,0,0
6.37672710418701,12,10,100,0,0,1,0,0
5.85793304443359,12,6,36,0,0,1,0,0
6.18208503723145,12,14,196,0,0,1,0,0
6.7274317741394,11,17,289,0,0,0,0,0
6.28226661682129,10,13,169,0,0,1,0,0
5.95324325561523,17,5,25,0,0,0,1,0
6.10924768447876,11,8,64,0,0,0,1,0
6.19644403457642,16,6,36,0,0,0,1,0
6.81783056259155,12,6,36,0,0,0,1,0
6.7226300239563,18,8,64,0,0,1,1,0
6.07304430007935,12,12,144,0,0,0,1,0
6.55108022689819,12,8,64,0,0,0,1,0
6.29526615142822,10,10,100,0,0,0,1,0
5.44241762161255,16,2,4,0,0,0,1,0
5.97888565063477,12,16,256,0,0,0,0,0
6.5806393623352,12,7,49,0,0,1,0,0
7.07918453216553,12,7,49,0,0,0,0,0
6.21660614013672,12,7,49,0,0,1,0,0
5.81711101531982,16,2,4,0,0,1,1,0
6.33682584762573,12,14,196,0,0,0,1,0
6.87109136581421,17,11,121,0,1,0,0,0
7.22548151016235,12,15,225,0,0,1,0,0
6.68461179733276,12,10,100,0,0,1,0,0
6.4118185043335,12,12,144,0,0,1,0,0
6.5072774887085,16,3,9,0,0,1,0,0
6.09807443618774,11,8,64,0,0,1,0,0
6.18414878845215,13,6,36,0,0,1,0,0
6.56526517868042,18,8,64,0,0,0,0,0
6.85961484909058,12,14,196,0,0,0,0,0
6.17378616333008,11,8,64,0,0,0,0,0
6.21460819244385,13,8,64,0,0,1,0,0
6.12468338012695,16,4,16,0,1,1,0,0
6.5806393623352,18,0,0,0,0,0,1,0
6.59714555740356,12,6,36,0,0,0,1,0
5.7990927696228,12,15,225,0,0,0,1,0
6.01615715026855,12,9,81,0,0,0,1,0
6.18620872497559,12,9,81,0,0,0,1,0
6.86901426315308,18,7,49,0,1,1,1,0
5.88332223892212,16,2,4,0,0,0,1,0
5.7990927696228,12,6,36,0,0,0,0,1
6.43775177001953,12,10,100,0,0,0,0,1
6.2045578956604,12,8,64,0,0,0,0,1
6.48157691955566,12,11,121,0,0,0,0,1
6.58202505111694,12,9,81,0,0,0,0,1
6.55677843093872,12,7,49,0,0,0,0,1
6.24222326278687,9,14,196,0,0,0,0,1
6.43775177001953,12,13,169,0,0,1,0,1
6.4329400062561,18,5,25,0,0,0,0,1
6.05678415298462,15,5,25,0,0,1,0,1
6.48157691955566,12,11,121,0,0,0,0,1
6.46614456176758,12,12,144,0,0,0,0,1
6.3543701171875,12,16,256,0,0,1,0,1
5.74620342254639,13,15,225,0,1,0,0,1
6.49828195571899,18,0,0,0,0,0,0,1
6.31896829605103,13,13,169,0,0,0,0,1
5.70378255844116,18,0,0,0,0,1,0,1
6.4645881652832,15,7,49,0,0,0,0,0
6.50278997421265,14,8,64,0,0,1,0,0
7.185387134552,18,4,16,0,0,1,0,0
6.22257614135742,12,6,36,0,0,1,0,0
6.6605749130249,16,3,9,0,0,1,0,0
6.70563888549805,14,5,25,0,0,1,0,0
6.25382900238037,12,10,100,0,0,0,0,0
6.35784244537354,12,9,81,0,0,0,0,0
5.92692613601685,11,8,64,0,0,0,0,0
6.21460819244385,12,6,36,0,0,0,0,0
6.43775177001953,16,6,36,0,0,1,0,0
6.52795791625977,16,12,144,0,0,0,0,0
6.15273284912109,14,6,36,0,0,0,0,0
6.44254016876221,13,8,64,0,0,0,0,0
6.26339817047119,13,5,25,0,0,0,0,0
6.3171648979187,12,14,196,0,0,0,0,0
6.46302938461304,16,3,9,0,0,1,1,1
6.24027585983276,13,15,225,0,0,1,1,1
6.40357398986816,12,9,81,0,0,1,1,1
6.55108022689819,13,14,196,0,0,1,1,1
6.40687990188599,12,15,225,0,0,1,1,1
6.92853784561157,12,15,225,0,0,1,1,1
6.57088279724121,12,13,169,0,0,1,1,1
6.21460819244385,12,10,100,0,0,1,1,1
6.36818695068359,12,10,100,0,0,1,1,1
6.55961513519287,12,13,169,0,0,1,1,1
6.25382900238037,16,8,64,0,0,0,1,1
6.48616075515747,16,7,49,0,0,1,1,1
6.52795791625977,16,6,36,0,0,1,1,1
5.62040090560913,13,6,36,0,0,1,1,1
6.56103086471558,13,15,225,1,0,1,1,1
6.66949796676636,12,16,256,0,0,1,1,1
7.18462896347046,18,7,49,0,0,1,1,1
6.00141477584839,14,8,64,0,0,1,1,1
5.70378255844116,16,3,9,0,0,1,1,1
6.51174545288086,12,8,64,0,0,1,1,1
6.58202505111694,12,16,256,0,0,1,1,1
6.64509105682373,16,4,16,0,0,0,1,1
6.63331842422485,16,8,64,0,0,0,1,0
6.07304430007935,18,6,36,0,0,0,1,0
7.08338785171509,13,15,225,0,0,0,1,0
6.13556480407715,17,8,64,0,0,0,1,0
5.91350317001343,12,6,36,0,0,0,1,0
6.16331481933594,12,12,144,0,0,0,1,0
6.07534599304199,12,10,100,0,0,0,1,0
5.8051347732544,12,8,64,0,0,0,1,0
6.46146821975708,16,9,81,0,0,1,1,0
6.22455835342407,12,16,256,0,0,0,1,0
6.43775177001953,16,7,49,0,0,0,1,0
6.13556480407715,12,13,169,0,0,0,1,0
6.70563888549805,17,4,16,0,1,1,1,1
6.07073783874512,17,1,1,0,0,1,1,1
6.46302938461304,14,5,25,0,0,1,1,1
5.41610050201416,15,4,16,0,0,0,1,1
6.5806393623352,15,13,169,1,0,1,1,1
6.58202505111694,16,4,16,0,0,1,1,1
6.70563888549805,16,7,49,0,0,1,1,1
6.49828195571899,16,5,25,0,0,1,1,1
6.79905605316162,18,4,16,0,0,1,1,1
6.67582321166992,11,17,289,0,0,1,1,1
6.28971576690674,15,10,100,0,0,1,1,1
6.79905605316162,11,10,100,0,0,1,1,1
6.5806393623352,15,9,81,0,0,1,1,1
6.82979393005371,13,5,25,0,0,1,1,1
